INFO:root:Customer ID: 0 Birth: 7, Rejected: False, Server ID: 0, Service Time: 7, Death: 14
INFO:root:Customer ID: 82 Birth: 854, Rejected: True, Server ID: None, Service Time: None, Death: 854
INFO:root:Customer ID: 83 Birth: 880, Rejected: False, Server ID: 4, Service Time: 8, Death: 888
INFO:root:Customer ID: 84 Birth: 892, Rejected: False, Server ID: 4, Service Time: 248, Death: 1140
INFO:root:Customer ID: 85 Birth: 896, Rejected: False, Server ID: 0, Service Time: 82, Death: 978
INFO:root:Customer ID: 86 Birth: 897, Rejected: True, Server ID: None, Service Time: None, Death: 897
INFO:root:Customer ID: 87 Birth: 900, Rejected: True, Server ID: None, Service Time: None, Death: 900
INFO:root:Customer ID: 88 Birth: 916, Rejected: False, Server ID: 2, Service Time: 27, Death: 943
INFO:root:Customer ID: 89 Birth: 933, Rejected: False, Server ID: 1, Service Time: 23, Death: 956
INFO:root:Customer ID: 90 Birth: 936, Rejected: True, Server ID: None, Service Time: None, Death: 936
INFO:root:Customer ID: 91 Birth: 939, Rejected: True, Server ID: None, Service Time: None, Death: 939
INFO:root:Customer ID: 92 Birth: 941, Rejected: True, Server ID: None, Service Time: None, Death: 941
INFO:root:Customer ID: 93 Birth: 945, Rejected: False, Server ID: 2, Service Time: 196, Death: 1141
INFO:root:Customer ID: 94 Birth: 949, Rejected: True, Server ID: None, Service Time: None, Death: 949
INFO:root:Customer ID: 95 Birth: 965, Rejected: False, Server ID: 1, Service Time: 255, Death: 1220
INFO:root:Customer ID: 96 Birth: 971, Rejected: True, Server ID: None, Service Time: None, Death: 971
INFO:root:Customer ID: 97 Birth: 981, Rejected: False, Server ID: 0, Service Time: 189, Death: 1170
INFO:root:Customer ID: 98 Birth: 987, Rejected: True, Server ID: None, Service Time: None, Death: 987
INFO:root:Customer ID: 99 Birth: 1040, Rejected: True, Server ID: None, Service Time: None, Death: 1040
INFO:root:Customer ID: 100 Birth: 1071, Rejected: False, Server ID: 3, Service Time: 212, Death: 1283
